"ID","Via","Velocidade_Verificada_Km_h","Fila_em_metros","Vel_verificada_ms","Atraso_segundos","Data","Hora","pico","fase","date_brasil"
2952,Av. Independência - Pista Dir.,10.97,397,3.04722222222222,90,2019-09-19,17:54:43,tarde,pre,01/11/2019
2962,R. Mostardeiro,16.9,1111,4.69444444444444,115,2019-09-19,17:51:02,tarde,pre,01/11/2019
2972,R. Santo Antônio,10.76,643,2.98888888888889,110,2019-09-19,17:01:55,tarde,pre,01/11/2019
2982,R. Santo Antônio,4.06,153,1.12777777777778,109,2019-09-19,17:36:28,tarde,pre,01/11/2019
2992,R. Sarmento Leite,14.61,647,4.05833333333333,93,2019-09-19,18:12:48,tarde,pre,01/11/2019
3002,Av. Osvaldo Aranha,4.41,413,1.225,290,2019-09-19,17:18:33,tarde,pre,01/11/2019
3016,Av. Osvaldo Aranha,9.53,699,2.64722222222222,198,2019-09-19,16:59:23,tarde,pre,01/11/2019
3022,R. Garibaldi,4.12,1217,1.14444444444444,883,2019-09-19,17:05:39,tarde,pre,01/11/2019
3032,R. Mostardeiro,17.5,751,4.86111111111111,68,2019-09-19,18:33:28,tarde,pre,01/11/2019
3042,R. Sarmento Leite,15.11,647,4.19722222222222,87,2019-09-19,19:59:25,tarde,pre,01/11/2019
3052,R. Garibaldi,3.56,1217,0.988888888888889,1050,2019-09-19,17:05:39,tarde,pre,01/11/2019
3062,R. Santo Antônio,11.57,643,3.21388888888889,95,2019-09-19,19:54:21,tarde,pre,01/11/2019
3072,R. Garibaldi,2.96,450,0.822222222222222,476,2019-09-19,17:05:39,tarde,pre,01/11/2019
3082,R. Garibaldi,4,450,1.11111111111111,334,2019-09-19,17:05:39,tarde,pre,01/11/2019
3092,R. Garibaldi,4.49,450,1.24722222222222,289,2019-09-19,17:05:39,tarde,pre,01/11/2019
3106,R. Garibaldi,13.25,672,3.68055555555556,86,2019-09-20,18:58:36,tarde,pre,01/11/2019
3116,R. Sarmento Leite,3.66,218,1.01666666666667,182,2019-09-23,16:45:22,tarde,pre,01/11/2019
3122,R. Santo Antônio,10.45,568,2.90277777777778,99,2019-09-23,16:55:46,tarde,pre,01/11/2019
3132,Av. Independência - Pista Dir.,9.82,350,2.72777777777778,91,2019-09-23,16:48:37,tarde,pre,01/11/2019
3142,Av. Independência,14.55,742,4.04166666666667,107,2019-09-23,16:59:14,tarde,pre,01/11/2019
3152,R. Sarmento Leite,11.75,647,3.26388888888889,131,2019-09-23,17:46:21,tarde,pre,01/11/2019
3162,R. Garibaldi,9.86,1020,2.73888888888889,223,2019-09-23,17:28:45,tarde,pre,01/11/2019
3172,Av. Osvaldo Aranha,10.04,699,2.78888888888889,184,2019-09-23,17:11:38,tarde,pre,01/11/2019
3182,R. Mostardeiro,16.16,867,4.48888888888889,95,2019-09-23,17:58:15,tarde,pre,01/11/2019
3192,R. Santo Antônio,7.71,643,2.14166666666667,195,2019-09-23,17:26:38,tarde,pre,01/11/2019
3202,R. Garibaldi,13.34,672,3.70555555555556,85,2019-09-23,18:46:11,tarde,pre,01/11/2019
3216,Av. Osvaldo Aranha,12.88,699,3.57777777777778,129,2019-09-23,17:11:38,tarde,pre,01/11/2019
3222,R. Santo Antônio,10.17,568,2.825,104,2019-09-23,18:36:48,tarde,pre,01/11/2019
3232,Av. Independência - Pista Dir.,6.69,414,1.85833333333333,180,2019-09-23,18:22:23,tarde,pre,01/11/2019
3242,R. Garibaldi,10.39,411,2.88611111111111,79,2019-09-23,19:20:59,tarde,pre,01/11/2019
3252,R. Sarmento Leite,5.56,218,1.54444444444444,109,2019-09-24,16:34:47,tarde,pre,01/11/2019
3262,R. Prof. Annes Dias,8.67,346,2.40833333333333,109,2019-09-24,16:53:05,tarde,pre,01/11/2019
3272,R. Sarmento Leite,14.71,647,4.08611111111111,91,2019-09-24,16:56:22,tarde,pre,01/11/2019
3282,R. Mostardeiro,16.46,923,4.57222222222222,99,2019-09-24,16:58:21,tarde,pre,01/11/2019
3292,R. Garibaldi,6.1,759,1.69444444444444,331,2019-09-24,16:11:53,tarde,pre,01/11/2019
3302,R. Tomaz Flores,9.42,422,2.61666666666667,81,2019-09-24,16:53:12,tarde,pre,01/11/2019
3316,R. Santo Antônio,12.85,568,3.56944444444444,63,2019-09-24,16:42:04,tarde,pre,01/11/2019
3322,R. Prof. Annes Dias,5.89,346,1.63611111111111,177,2019-09-24,17:22:28,tarde,pre,01/11/2019
3332,R. Sarmento Leite,11.15,422,3.09722222222222,92,2019-09-24,17:47:01,tarde,pre,01/11/2019
3342,R. Santo Antônio,7.53,568,2.09166666666667,175,2019-09-24,17:18:42,tarde,pre,01/11/2019
3352,R. Garibaldi,6.31,253,1.75277777777778,103,2019-09-24,17:57:57,tarde,pre,01/11/2019
3362,R. Mostardeiro,9.89,995,2.74722222222222,255,2019-09-24,17:58:03,tarde,pre,01/11/2019
3372,Av. Independência - Pista Dir.,9.47,414,2.63055555555556,115,2019-09-24,17:24:16,tarde,pre,01/11/2019
3382,R. Santo Antônio,3.66,153,1.01666666666667,124,2019-09-24,17:28:04,tarde,pre,01/11/2019
3392,R. Sarmento Leite,18.11,647,5.03055555555556,62,2019-09-24,18:59:45,tarde,pre,01/11/2019
3402,R. Garibaldi,10.51,672,2.91944444444444,134,2019-09-24,18:50:37,tarde,pre,01/11/2019
3416,R. Santo Antônio,5.38,643,1.49444444444444,325,2019-09-24,17:18:42,tarde,pre,01/11/2019
3422,Av. Independência - Pista Dir.,11.35,414,3.15277777777778,89,2019-09-24,17:24:16,tarde,pre,01/11/2019
3432,R. Mostardeiro,12.34,620,3.42777777777778,124,2019-09-24,18:30:16,tarde,pre,01/11/2019
